"Account Number","Account Name","Cash Account Number","Cash Account Name","Sweep Vehicle Number","Sweep Vehicle Name","Account Group","Reporting Currency Code","Reporting Currency Name","Local Currency Code","Local Currency Name","Location Code","Location Name","Cash Reporting Date","Reference Number","Client Reference Number","Related Reference","Tax Code","Tax Code Description","Transaction Type Code","Transaction Type","Main Transaction Code","Sub Transaction Code","Detailed Transaction Type Name","Transaction Description 1","Transaction Description 2","Transaction Description 3","Transaction Description 4","Transaction Description 5","Transaction Description 6","Trade / Ex Date","Settle / Pay Date","Actual Settle Date","Record Date","Cash Post Date","Cash Value Date","Shares/Par","Local Price/Rate","Local Principal Amount","Local Income Amount","Gross Amount","Source Tax Withheld Amount","Bank Tax Withheld Amount","Opening Balance Local","Transaction Amount Local","Closing Balance Local","Opening Balance Reporting Equivalent","Transaction Amount Reporting Equivalent","Closing Balance Reporting Equivalent","Trading Broker Code","Trading Broker Name","Trading BIC Broker Code","Clearing Broker Code","Clearing Broker Name","Clearing BIC Broker Code","Security Short Description","Security Description 1","Security Description 2","Security  Description 3","Security Description 4","Security Description 5","Exchange Rate","CUSIP/CINS","TICKER","ISIN","SEDOL","VALOREN","SICOVAM","WPK","QUICK","Wire Reference Number","Begin Date","End Date","Report Run Date","Report Run Time","Current Factor","Previous Factor","Amortized Units","Event ID","Flat Tax %","Flat Tax Amount","Solidarity %","Solidarity Amount","Flat Tax Currency","Account - GSP","Extended Account","Opening STIF Balance","STIF Transaction Amount","Closing STIF Balance","Create Date","Last Updated","Contractual Indicator Code","Settlement Policy","CID","IAS Account Number","IAS Account Name","IAS Consolidated Account Number","IAS Consolidated Account Name","GFC Indicator","Issue Currency Code","Accrual Currency Code","Asset Category"
"139473","NYLI CANDRIAM ESG INTL EQUITY ETF","1394732080","NYLI CANDRIAM ESG INTL EQUITY ETF","","","","USD","UNITED STATES DOLLAR","DKK","DANISH KRONE","10","BRU","08/13/2025","","","","","","","","","","","","","","","","","","","","","","","","0.0000000000","","","","","","(2.58)","","(2.58)","(0.40)","","(0.40)","","","","","","","","","","","","","0.1557984279","","","","","","","","","","08/07/2025","08/21/2025","08/07/2025","08:02:10 AM EDT (GMT -4:00)","","","","","","","","","","","","0.00","0.00","0.00","","","","","5829291047","","","","","","","",""
"139473","NYLI CANDRIAM ESG INTL EQUITY ETF","1394732080","NYLI CANDRIAM ESG INTL EQUITY ETF","","","","USD","UNITED STATES DOLLAR","DKK","DANISH KRONE","10","BRU","08/14/2025","","","","","","","","","","","","","","","","","","","","","","","","0.0000000000","","","","","","(2.58)","","(2.58)","(0.40)","","(0.40)","","","","","","","","","","","","","0.1557984279","","","","","","","","","","08/07/2025","08/21/2025","08/07/2025","08:02:10 AM EDT (GMT -4:00)","","","","","","","","","","","","0.00","0.00","0.00","","","","","5829291047","","","","","","","",""
"139473","NYLI CANDRIAM ESG INTL EQUITY ETF","1394739780","NYLI CANDRIAM ESG INTL EQUITY ETF","","","","USD","UNITED STATES DOLLAR","EUR","EURO","10","BRU","08/07/2025","PSS2306211102249","","","","","CD","CASH DEPOSIT","RC","352","Refund Foreign Withholding Tax","PSS #: 2306211102249  UNITS/QNTY: 328.0000","SEDOL #: 7262610  ISIN #: FR0000045072  EVENT ID: 1328820474","DESC : CREDIT AGRICOLE SA EUR DIV SRC RATE:     0.0010470000","EX DT: 23MAY30  RECORD DT: 23MAY31  PAY DT: 23JUN01","CCY: EUR  GRSS: 0.3400             WTH: 0.0900","AMOR BAL: 0.0000          PRFC: 0.0000      CUFC: 0.0000","05/30/2023","06/01/2023","","05/31/2023","","","328.0000","0.0010470000","0.00","0.25","0.34","(0.0900)","","5,500.36","0.25","(53.82)","6,394.99","0.29","(62.57)","","","","","","","CREDIT AGRICOLE SA EUR 3.0","CREDIT AGRICOLE SA EUR 3.0","","","","","1.1626500000","F22797108","ACA FP","FR0000045072","7262610","001336531","004507","","","","08/07/2025","08/21/2025","08/07/2025","08:02:10 AM EDT (GMT -4:00)","","","","1328820474","","","","","EUR","139473","000000139473","0.00","0.00","0.00","06/21/2023","06/21/2023 14.47.53","C","Contractual Cash","5829291047","","","","","","EUR","EUR","EQUITIES"
"139473","NYLI CANDRIAM ESG INTL EQUITY ETF","1394739780","NYLI CANDRIAM ESG INTL EQUITY ETF","","","","USD","UNITED STATES DOLLAR","EUR","EURO","10","BRU","08/07/2025","PSS2506031166925","Y","","","","CD","CASH DEPOSIT","RC","352","Refund Foreign Withholding Tax","PSS #: 2506031166925  UNITS/QNTY: 591.0000","SEDOL #: 5253973  ISIN #: FR0000052292  EVENT ID: 1565231343","DESC : HERMES INTERNATIONAL S DIV SRC RATE:     0.0168930000","EX DT: 25MAY05  RECORD DT: 25MAY06  PAY DT: 25MAY07","CCY: EUR  GRSS: 9.9800             WTH: 2.5000","AMOR BAL: 0.0000          PRFC: 0.0000      CUFC: 0.0000","05/05/2025","05/07/2025","","05/06/2025","","","591.0000","0.0168930000","0.00","7.48","9.98","(2.5000)","","5,500.36","7.48","(53.82)","6,394.99","8.70","(62.57)","","","","","","","HERMES INTERNATIONAL SCA NPV","HERMES INTERNATIONAL SCA NPV","","","","","1.1626500000","F48051100","RMS FP","FR0000052292","5253973","000086689","005229","","","","08/07/2025","08/21/2025","08/07/2025","08:02:10 AM EDT (GMT -4:00)","","","","1565231343","","","","","EUR","139473","000000139473","0.00","0.00","0.00","06/03/2025","06/03/2025 08.37.36","C","Contractual Cash","5829291047","","","","","","EUR","EUR","EQUITIES"
"139473","NYLI CANDRIAM ESG INTL EQUITY ETF","1394739780","NYLI CANDRIAM ESG INTL EQUITY ETF","","","","USD","UNITED STATES DOLLAR","EUR","EURO","10","BRU","08/07/2025","PSS2410111172401","Y","","","","CD","CASH DEPOSIT","RC","352","Refund Foreign Withholding Tax","PSS #: 2410111172401  UNITS/QNTY: 497.0000","SEDOL #: 5253973  ISIN #: FR0000052292  EVENT ID: 1446350320","DESC : HERMES INTERNATIONAL S DIV SRC RATE:     0.0111370000","EX DT: 24MAY02  RECORD DT: 24MAY03  PAY DT: 24MAY06","CCY: EUR  GRSS: 5.5400             WTH: 1.3800","AMOR BAL: 0.0000          PRFC: 0.0000      CUFC: 0.0000","05/02/2024","05/06/2024","","05/03/2024","","","497.0000","0.0111370000","0.00","4.16","5.54","(1.3800)","","5,500.36","4.16","(53.82)","6,394.99","4.84","(62.57)","","","","","","","HERMES INTERNATIONAL SCA NPV","HERMES INTERNATIONAL SCA NPV","","","","","1.1626500000","F48051100","RMS FP","FR0000052292","5253973","000086689","005229","","","","08/07/2025","08/21/2025","08/07/2025","08:02:10 AM EDT (GMT -4:00)","","","","1446350320","","","","","EUR","139473","000000139473","0.00","0.00","0.00","10/11/2024","10/11/2024 11.23.50","C","Contractual Cash","5829291047","","","","","","EUR","EUR","EQUITIES"
"139473","NYLI CANDRIAM ESG INTL EQUITY ETF","1394739780","NYLI CANDRIAM ESG INTL EQUITY ETF","","","","USD","UNITED STATES DOLLAR","EUR","EURO","10","BRU","08/07/2025","PSS2506031165309","Y","","","","CD","CASH DEPOSIT","RC","352","Refund Foreign Withholding Tax","PSS #: 2506031165309  UNITS/QNTY: 591.0000","SEDOL #: 5253973  ISIN #: FR0000052292  EVENT ID: 1565231251","DESC : HERMES INTERNATIONAL S DIV SRC RATE:     0.0135140000","EX DT: 25MAY05  RECORD DT: 25MAY06  PAY DT: 25MAY07","CCY: EUR  GRSS: 7.9900             WTH: 2.0000","AMOR BAL: 0.0000          PRFC: 0.0000      CUFC: 0.0000","05/05/2025","05/07/2025","","05/06/2025","","","591.0000","0.0135140000","0.00","5.99","7.99","(2.0000)","","5,500.36","5.99","(53.82)","6,394.99","6.96","(62.57)","","","","","","","HERMES INTERNATIONAL SCA NPV","HERMES INTERNATIONAL SCA NPV","","","","","1.1626500000","F48051100","RMS FP","FR0000052292","5253973","000086689","005229","","","","08/07/2025","08/21/2025","08/07/2025","08:02:10 AM EDT (GMT -4:00)","","","","1565231251","","","","","EUR","139473","000000139473","0.00","0.00","0.00","06/03/2025","06/03/2025 08.36.23","C","Contractual Cash","5829291047","","","","","","EUR","EUR","EQUITIES"
"139473","NYLI CANDRIAM ESG INTL EQUITY ETF","1394739780","NYLI CANDRIAM ESG INTL EQUITY ETF","","","","USD","UNITED STATES DOLLAR","EUR","EURO","10","BRU","08/07/2025","PSS2503171487917","Y","","","","CD","CASH DEPOSIT","RC","352","Refund Foreign Withholding Tax","PSS #: 2503171487917  UNITS/QNTY: 625.0000","SEDOL #: 5253973  ISIN #: FR0000052292  EVENT ID: 1561593342","DESC : HERMES INTERNATIONAL S DIV SRC RATE:     0.0047300000","EX DT: 25FEB17  RECORD DT: 25FEB18  PAY DT: 25FEB19","CCY: EUR  GRSS: 2.9600             WTH: 0.7400","AMOR BAL: 0.0000          PRFC: 0.0000      CUFC: 0.0000","02/17/2025","02/19/2025","","02/18/2025","","","625.0000","0.0047300000","0.00","2.22","2.96","(0.7400)","","5,500.36","2.22","(53.82)","6,394.99","2.58","(62.57)","","","","","","","HERMES INTERNATIONAL SCA NPV","HERMES INTERNATIONAL SCA NPV","","","","","1.1626500000","F48051100","RMS FP","FR0000052292","5253973","000086689","005229","","","","08/07/2025","08/21/2025","08/07/2025","08:02:10 AM EDT (GMT -4:00)","","","","1561593342","","","","","EUR","139473","000000139473","0.00","0.00","0.00","03/17/2025","03/17/2025 09.24.05","C","Contractual Cash","5829291047","","","","","","EUR","EUR","EQUITIES"
"139473","NYLI CANDRIAM ESG INTL EQUITY ETF","1394739780","NYLI CANDRIAM ESG INTL EQUITY ETF","","","","USD","UNITED STATES DOLLAR","EUR","EURO","10","BRU","08/07/2025","PSS2501151110572","Y","","","","CD","CASH DEPOSIT","RC","352","Refund Foreign Withholding Tax","PSS #: 2501151110572  UNITS/QNTY: 497.0000","SEDOL #: 5253973  ISIN #: FR0000052292  EVENT ID: 1554588897","DESC : HERMES INTERNATIONAL S DIV SRC RATE:     0.0096840000","EX DT: 24MAY02  RECORD DT: 24MAY03  PAY DT: 24MAY06","CCY: EUR  GRSS: 4.8100             WTH: 1.2000","AMOR BAL: 0.0000          PRFC: 0.0000      CUFC: 0.0000","05/02/2024","05/06/2024","","05/03/2024","","","497.0000","0.0096840000","0.00","3.61","4.81","(1.2000)","","5,500.36","3.61","(53.82)","6,394.99","4.20","(62.57)","","","","","","","HERMES INTERNATIONAL SCA NPV","HERMES INTERNATIONAL SCA NPV","","","","","1.1626500000","F48051100","RMS FP","FR0000052292","5253973","000086689","005229","","","","08/07/2025","08/21/2025","08/07/2025","08:02:10 AM EDT (GMT -4:00)","","","","1554588897","","","","","EUR","139473","000000139473","0.00","0.00","0.00","01/15/2025","01/15/2025 04.41.27","C","Contractual Cash","5829291047","","","","","","EUR","EUR","EQUITIES"
"139473","NYLI CANDRIAM ESG INTL EQUITY ETF","1394739780","NYLI CANDRIAM ESG INTL EQUITY ETF","","","","USD","UNITED STATES DOLLAR","EUR","EURO","10","BRU","08/07/2025","PSS2305031091555","","","","","CD","CASH DEPOSIT","RC","352","Refund Foreign Withholding Tax","PSS #: 2305031091555  UNITS/QNTY: 3,842.0000","SEDOL #: 4057808  ISIN #: FR0000120321  EVENT ID: 0243193277","DESC : LOREAL SA EUR 0.2      DIV SRC RATE:     0.0357500000","EX DT: 23APR26  RECORD DT: 23APR27  PAY DT: 23APR28","CCY: EUR  GRSS: 137.3500           WTH: 34.3400","AMOR BAL: 0.0000          PRFC: 0.0000      CUFC: 0.0000","04/26/2023","04/28/2023","","04/27/2023","","","3,842.0000","0.0357500000","0.00","103.01","137.35","(34.3400)","","5,500.36","103.01","(53.82)","6,394.99","119.76","(62.57)","","","","","","","LOREAL SA EUR 0.2","LOREAL SA EUR 0.2","","","","","1.1626500000","F58149133","OR FP","FR0000120321","4057808","000502805","012032","","","","08/07/2025","08/21/2025","08/07/2025","08:02:10 AM EDT (GMT -4:00)","","","","0243193277","","","","","EUR","139473","000000139473","0.00","0.00","0.00","05/03/2023","05/03/2023 09.52.05","C","Contractual Cash","5829291047","","","","","","EUR","EUR","EQUITIES"
"139473","NYLI CANDRIAM ESG INTL EQUITY ETF","1394739780","NYLI CANDRIAM ESG INTL EQUITY ETF","","","","USD","UNITED STATES DOLLAR","EUR","EURO","10","BRU","08/07/2025","PSS2506021606493","Y","","","","CD","CASH DEPOSIT","RC","352","Refund Foreign Withholding Tax","PSS #: 2506021606493  UNITS/QNTY: 4,077.0000","SEDOL #: 4057808  ISIN #: FR0000120321  EVENT ID: 1565227453","DESC : LOREAL SA EUR 0.2      DIV SRC RATE:     0.1187700000","EX DT: 25MAY05  RECORD DT: 25MAY06  PAY DT: 25MAY07","CCY: EUR  GRSS: 484.2300           WTH: 121.0600","AMOR BAL: 0.0000          PRFC: 0.0000      CUFC: 0.0000","05/05/2025","05/07/2025","","05/06/2025","","","4,077.0000","0.1187700000","0.00","363.17","484.23","(121.0600)","","5,500.36","363.17","(53.82)","6,394.99","422.24","(62.57)","","","","","","","LOREAL SA EUR 0.2","LOREAL SA EUR 0.2","","","","","1.1626500000","F58149133","OR FP","FR0000120321","4057808","000502805","012032","","","","08/07/2025","08/21/2025","08/07/2025","08:02:10 AM EDT (GMT -4:00)","","","","1565227453","","","","","EUR","139473","000000139473","0.00","0.00","0.00","06/02/2025","06/02/2025 17.55.05","C","Contractual Cash","5829291047","","","","","","EUR","EUR","EQUITIES"
"139473","NYLI CANDRIAM ESG INTL EQUITY ETF","1394739780","NYLI CANDRIAM ESG INTL EQUITY ETF","","","","USD","UNITED STATES DOLLAR","EUR","EURO","10","BRU","08/07/2025","PSS2410221208353","Y","","","","CD","CASH DEPOSIT","RC","352","Refund Foreign Withholding Tax","PSS #: 2410221208353  UNITS/QNTY: 16,985.0000","SEDOL #: 5671735  ISIN #: FR0000120578  EVENT ID: 1446855298","DESC : SANOFI                 DIV SRC RATE:     0.0020130000","EX DT: 24MAY13  RECORD DT: 24MAY14  PAY DT: 24MAY15","CCY: EUR  GRSS: 34.1900            WTH: 8.5500","AMOR BAL: 0.0000          PRFC: 0.0000      CUFC: 0.0000","05/13/2024","05/15/2024","","05/14/2024","","","16,985.0000","0.0020130000","0.00","25.64","34.19","(8.5500)","","5,500.36","25.64","(53.82)","6,394.99","29.81","(62.57)","","","","","","","SANOFI","SANOFI","","","","","1.1626500000","F5548N101","SAN FP","FR0000120578","5671735","000699381","012057","","","","08/07/2025","08/21/2025","08/07/2025","08:02:10 AM EDT (GMT -4:00)","","","","1446855298","","","","","EUR","139473","000000139473","0.00","0.00","0.00","10/22/2024","10/22/2024 15.30.10","C","Contractual Cash","5829291047","","","","","","EUR","EUR","EQUITIES"
"139473","NYLI CANDRIAM ESG INTL EQUITY ETF","1394739780","NYLI CANDRIAM ESG INTL EQUITY ETF","","","","USD","UNITED STATES DOLLAR","EUR","EURO","10","BRU","08/07/2025","PSS2503061171210","Y","","","","CD","CASH DEPOSIT","RC","352","Refund Foreign Withholding Tax","PSS #: 2503061171210  UNITS/QNTY: 2,372.0000","SEDOL #: 4163437  ISIN #: FR0000125338  EVENT ID: 1560851585","DESC : CAPGEMINI SE           DIV SRC RATE:     0.0068300000","EX DT: 24MAY29  RECORD DT: 24MAY30  PAY DT: 24MAY31","CCY: EUR  GRSS: 16.2000            WTH: 4.0500","AMOR BAL: 0.0000          PRFC: 0.0000      CUFC: 0.0000","05/29/2024","05/31/2024","","05/30/2024","","","2,372.0000","0.0068300000","0.00","12.15","16.20","(4.0500)","","5,500.36","12.15","(53.82)","6,394.99","14.13","(62.57)","","","","","","","CAPGEMINI SE","CAPGEMINI SE","","","","","1.1626500000","F4973Q101","CAP FP","FR0000125338","4163437","000488070","012533","","","","08/07/2025","08/21/2025","08/07/2025","08:02:10 AM EDT (GMT -4:00)","","","","1560851585","","","","","EUR","139473","000000139473","0.00","0.00","0.00","03/06/2025","03/06/2025 10.43.24","C","Contractual Cash","5829291047","","","","","","EUR","EUR","EQUITIES"
"139473","NYLI CANDRIAM ESG INTL EQUITY ETF","1394739780","NYLI CANDRIAM ESG INTL EQUITY ETF","","","","USD","UNITED STATES DOLLAR","EUR","EURO","10","BRU","08/07/2025","PSS2507021190337","Y","","","","CD","CASH DEPOSIT","RC","352","Refund Foreign Withholding Tax","PSS #: 2507021190337  UNITS/QNTY: 2,690.0000","SEDOL #: 4163437  ISIN #: FR0000125338  EVENT ID: 1566864664","DESC : CAPGEMINI SE           DIV SRC RATE:     0.0545250000","EX DT: 25MAY20  RECORD DT: 25MAY21  PAY DT: 25MAY22","CCY: EUR  GRSS: 146.6700           WTH: 22.0000","AMOR BAL: 0.0000          PRFC: 0.0000      CUFC: 0.0000","05/20/2025","05/22/2025","","05/21/2025","","","2,690.0000","0.0545250000","0.00","124.67","146.67","(22.0000)","","5,500.36","124.67","(53.82)","6,394.99","144.95","(62.57)","","","","","","","CAPGEMINI SE","CAPGEMINI SE","","","","","1.1626500000","F4973Q101","CAP FP","FR0000125338","4163437","000488070","012533","","","","08/07/2025","08/21/2025","08/07/2025","08:02:10 AM EDT (GMT -4:00)","","","","1566864664","","","","","EUR","139473","000000139473","0.00","0.00","0.00","07/02/2025","07/02/2025 14.21.21","C","Contractual Cash","5829291047","","","","","","EUR","EUR","EQUITIES"
"139473","NYLI CANDRIAM ESG INTL EQUITY ETF","1394739780","NYLI CANDRIAM ESG INTL EQUITY ETF","","","","USD","UNITED STATES DOLLAR","EUR","EURO","10","BRU","08/07/2025","PSS2507231268211","Y","","","","DV","DIVIDEND","RC","101","Dividend","PSS #: 2507231268211  UNITS/QNTY: 4,401.0000","SEDOL #: 5902941  ISIN #: FI0009000681  EVENT ID: 1558291065","DESC : NOKIA OYJ NPV          DIV SRC RATE:     0.0400000000","EX DT: 25JUL28  RECORD DT: 25JUL29  PAY DT: 25AUG07","CCY: EUR  GRSS: 176.0400           WTH: 26.4100","AMOR BAL: 0.0000          PRFC: 0.0000      CUFC: 0.0000","07/28/2025","08/07/2025","","07/29/2025","08/07/2025","08/07/2025","4,401.0000","0.0400000000","0.00","149.63","176.04","(26.4100)","","5,500.36","149.63","(53.82)","6,394.99","173.97","(62.57)","","","","","","","NOKIA OYJ NPV","NOKIA OYJ NPV","","","","","1.1626500000","X61873133","NOKIA FH","FI0009000681","5902941","000472672","968737","","","","08/07/2025","08/21/2025","08/07/2025","08:02:10 AM EDT (GMT -4:00)","","","","1558291065","","","","","EUR","139473","000000139473","0.00","0.00","0.00","08/06/2025","08/06/2025 20.09.03","C","Contractual Cash","5829291047","","","","","","EUR","EUR","EQUITIES"
"139473","NYLI CANDRIAM ESG INTL EQUITY ETF","1394739780","NYLI CANDRIAM ESG INTL EQUITY ETF","","","","USD","UNITED STATES DOLLAR","EUR","EURO","10","BRU","08/07/2025","PSS2507291033539","Y","","","","DV","DIVIDEND","RC","101","Dividend","PSS #: 2507291033539  UNITS/QNTY: 83,614.0000","SEDOL #: 5902941  ISIN #: FI0009000681  EVENT ID: 1558291065","DESC : NOKIA OYJ NPV          DIV SRC RATE:     0.0400000000","EX DT: 25JUL28  RECORD DT: 25JUL29  PAY DT: 25AUG07","CCY: EUR  GRSS: 3,344.5600         MFDV:2,842.8800","AMOR BAL: 0.0000          PRFC: 0.0000      CUFC: 0.0000","07/28/2025","08/07/2025","","07/29/2025","08/07/2025","08/07/2025","83,614.0000","0.0400000000","0.00","2,842.88","3,344.56","(501.6800)","","5,500.36","2,842.88","(53.82)","6,394.99","3,305.27","(62.57)","","","","","","","NOKIA OYJ NPV","NOKIA OYJ NPV","","","","","1.1626500000","X61873133","NOKIA FH","FI0009000681","5902941","000472672","968737","","","","08/07/2025","08/21/2025","08/07/2025","08:02:10 AM EDT (GMT -4:00)","","","","1558291065","","","","","EUR","139473","000000139473","0.00","0.00","0.00","08/06/2025","08/06/2025 20.09.03","C","Contractual Cash","5829291047","","","","","","EUR","EUR","EQUITIES"
